"","id","track_name","size_bytes","currency","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num","vpp_lic"
"3562","917554930","5miles: Buy and Sell Used Stuff Locally",54063104,"USD",0,16105,3420,4.5,4.5,"5.0.5","4+","Shopping",37,4,8,1
"3563","917555054","My Movies Pro - Movie & TV Collection Library",95249408,"USD",7.99,1309,163,4.5,5,"2.28","12+","Catalogs",38,5,13,1
"3564","917670924","搜狗输入法-Sogou Keyboard",89465856,"USD",0,874,2,3,3,"4.5.1","4+","Utilities",37,5,1,1
"3565","917795718","Fingerprint Login: PassKey Password & Apps Lock",80351232,"USD",0,718,39,2,2.5,"4.2","17+","Productivity",38,4,1,1
"3566","917857630","Runcast - Weather for Runners",47755264,"USD",0.99,11,3,3.5,3,"2.2.3","4+","Weather",37,4,1,1
"3567","917912662","Afterpulse",970903552,"USD",0,9321,167,4.5,4.5,"1.7.3","17+","Games",25,5,16,1
"3568","917932200","GIF Keyboard",71191552,"USD",0,5979,591,4,4.5,"3.5","17+","Utilities",37,4,22,1
"3569","918035581","Dr. Panda Mailman",169786368,"USD",3.99,942,10,4.5,3.5,"1.81","4+","Education",40,5,18,1
"3570","918038160","史上最强的大脑4-超级王者(时代永恒小强)",52194304,"USD",0,24,0,4.5,0,"3.6","4+","Games",38,5,2,1
"3571","918054748","The Room Three",1005560832,"USD",4.99,23878,21769,5,5,"1.0.1","9+","Games",39,5,1,1
"3572","918138802","Monster Mania",98089984,"USD",0,175,22,4.5,4.5,"1.0.4","4+","Games",38,5,1,1
"3573","918338898","Stick Hero",28680192,"USD",0,31727,6017,4.5,4,"1.5","4+","Games",40,5,1,1
"3574","918387844","信用钱包官方版-用手机号就能贷款",32038912,"USD",0,0,0,0,0,"5.6.0","17+","Finance",37,0,1,1
"3575","918396645","After School - Funny Anonymous School News",148799488,"USD",0,18482,1,4,5,"1.90","17+","Social Networking",37,0,1,1
"3576","918609651","Money Pro - Personal Finance, Budget, Bills",133555200,"USD",2.99,754,168,4.5,5,"1.8.5","4+","Finance",37,5,33,1
"3577","918780702","Inside Out Thought Bubbles",164248576,"USD",0,21881,113,4.5,4,"1.19.0","4+","Games",38,5,9,1
"3578","918820076","Dubsmash",101078016,"USD",0,20243,44,4.5,4,"2.21.0","12+","Entertainment",37,4,20,1
"3579","918902604","DUAL!",19860480,"USD",0,2140,425,4.5,4.5,"1.2.34","4+","Games",43,5,1,1
"3580","918997182","EvoCreo - A Monster Capture RPG",138688512,"USD",0.99,242,17,4,4,"1.5.0","9+","Games",38,5,1,1
"3581","919008215","Toby: The Secret Mine",183043072,"USD",4.99,12,3,3.5,3.5,"1.61","12+","Games",37,5,1,1
"3582","919010633","Cartoon Wars 3",123680768,"USD",0,979,27,4,4.5,"150","12+","Games",40,5,3,1
"3583","919045939","Javelin Masters 2",60551168,"USD",0,2909,305,4.5,4.5,"1.4.2","4+","Games",40,5,11,1
"3584","919087726","Photomath - Camera Calculator",34342912,"USD",0,16523,161,4.5,5,"3.1.2","4+","Education",37,3,20,1
"3585","919097064","Toca Boo",216041472,"USD",2.99,431,82,4,4,"1.0.4","4+","Education",39,5,18,1
"3587","919132359","Mixels Rush - Use Mixes, Maxes and Murps to Outrun the Nixels",90406912,"USD",0,288,176,4,4,"2.0","9+","Games",38,4,12,1
"3588","919218502","Camp Pokémon",1035772928,"USD",0,2125,480,4,4,"1.2","4+","Entertainment",40,5,5,1
"3589","919395844","The Survivor: Rusty Forest",342490112,"USD",0.99,1746,215,3.5,3.5,"1.2.4","17+","Games",43,5,1,1
"3590","919478091","マンガ図書館Z -人気漫画が読み放題！",77494272,"USD",0,9,1,5,5,"3.2.3","17+","Book",37,5,1,1
"3591","919701578","ContactsXL 2016",4557824,"USD",0.99,61,1,2.5,1,"2.16","4+","Productivity",38,1,6,1
"3593","919968216","Odd Bot Out",12656640,"USD",3.99,157,157,4.5,4.5,"1.0","4+","Games",40,5,1,1
"3594","920007273","Sago Mini Fairy Tales",187934720,"USD",2.99,94,14,4,4,"1.1","4+","Education",38,5,1,1
"3595","920054061","Tiny Miners",175606784,"USD",0,2317,97,4.5,4.5,"2.7","4+","Games",37,5,10,1
"3596","920133658","Anatomy & Physiology: Body Structures and Function",1758696448,"USD",34.99,49,14,4.5,4,"4.1.11","12+","Medical",37,5,5,1
"3597","920160643","Doc McStuffins: Mobile Clinic Rescue",297351168,"USD",2.99,91,29,3,3.5,"1.6.1","4+","Games",38,5,6,1
"3598","920480909","Baum",349646848,"USD",1.99,19,7,3,3.5,"1.01","4+","Games",40,5,1,1
"3599","920482331","Fun Run 2 - Multiplayer Race",126603264,"USD",0,31981,276,4.5,4.5,"4.0","9+","Games",37,5,1,1
"3600","921022358","Star Wars™: Galaxy of Heroes",119752704,"USD",0,122260,1944,4.5,4.5,"0.8.0","9+","Games",37,5,15,1
"3601","921160527","Everpix HD Wallpapers - Cool Backgrounds & Themes",67971072,"USD",0,5521,24,4.5,5,"2.2.2","4+","Entertainment",37,5,20,1
"3602","921447306","Kindergarten Sight Words : High Frequency Words to Increase English Reading Fluency",61987840,"USD",2.99,21,10,3.5,4,"2.0","4+","Education",40,5,1,1
"3605","921852522","Bean Dreams",71748608,"USD",0.99,1382,108,4.5,4.5,"4.0","9+","Games",37,5,13,1
"3607","921902664","Felt: Birthday & Greeting Cards & Thank You Card",240285696,"USD",0,1724,24,4.5,5,"3.1.1","4+","Photo & Video",37,5,1,1
"3608","921954809","Craft The World - Pocket Edition",330018816,"USD",4.99,213,0,4.5,0,"1.4.009","9+","Games",37,5,9,1
"3609","922103212","McDonald's",202457088,"USD",0,4050,49,2,2.5,"5.4.1","4+","Food & Drink",37,0,2,1
"3610","922188121","My PlayHome School",206561280,"USD",2.99,1286,43,4.5,4.5,"3.1.1","4+","Entertainment",43,4,18,1
"3611","922199867","Wild Horse Simulator",78684160,"USD",0.99,961,961,4,4,"1.0","9+","Games",43,5,1,1
"3612","922281347","Cheetah Simulator",106536960,"USD",0.99,976,940,4.5,4.5,"1.1","9+","Games",43,5,1,1
"3613","922304974","Cycloramic for iPhone 6/6S (Not the 6+/6S+)",32371712,"USD",1.99,168,15,2.5,2.5,"1.3.1","4+","Photo & Video",25,1,11,1
"3616","922380267","Space Age: A Cosmic Adventure",85868544,"USD",1.99,412,50,4,4,"1.1.5","9+","Games",40,5,1,1
"3618","922488002","WordBubbles!",79702016,"USD",0,62061,2363,4.5,4.5,"1.3.9","4+","Games",37,5,1,1
"3619","922793622","Email - Fast & Secure mail for Gmail iCloud Yahoo",142936064,"USD",0,10778,683,4.5,4.5,"1.5.0","4+","Productivity",37,5,1,1
"3621","923138396","flick（フリック）- みんなの顔文字キーボードから名前が変わりました",75055104,"USD",0,8,1,5,5,"5.1.0","4+","Utilities",37,5,2,1
"3623","923268741","N.O.V.A. 3: Freedom Edition - Near Orbit Vanguard Alliance game",1400971264,"USD",0,25716,25716,4.5,4.5,"1.0.0","17+","Games",43,5,12,1
"3625","923441570","codeSpark Academy with The Foos - coding for kids",161695744,"USD",0,977,9,4.5,4.5,"2.09.00","4+","Education",38,5,1,1
"3626","923555295","Oddworld: Stranger's Wrath",1190330368,"USD",2.99,713,252,4.5,4.5,"1.0.4","12+","Games",38,5,10,1
"3627","923760656","Radiation Island",1537737728,"USD",2.99,5148,1465,4.5,4,"1.0.6","12+","Games",38,5,10,1
"3628","923772792","Sentinels of the Multiverse",913693696,"USD",6.99,505,26,4.5,4.5,"2.4","12+","Games",37,5,1,1
"3629","923814895","单机三国志2-铜雀台资料片 天天都玩",329893888,"USD",0,21,6,4.5,4.5,"1.4","12+","Games",40,5,2,1
"3630","923873989","CreamCam+ auto selfie enhancer",47947776,"USD",1.99,25,0,3.5,0,"4.03","4+","Photo & Video",37,3,33,1
"3631","923917775","Neko Atsume: Kitty Collector",44166144,"USD",0,31219,249,4.5,4.5,"1.9.6","4+","Games",40,5,2,1
"3633","923920872","平安好医生-要健康上平安好医生",120727552,"USD",0,0,0,0,0,"5.0.0","17+","Medical",38,0,1,1
"3635","923947429","Monster & Commander",281846784,"USD",0,1723,515,4.5,4.5,"1.4.5","9+","Games",38,5,33,1
"3636","924058967","My Little Pony: Trick or Treat",81508352,"USD",2.99,15,4,4.5,4,"1.3","4+","Book",38,5,1,1
"3637","924373886","Crossy Road - Endless Arcade Hopper",165471232,"USD",0,669079,1087,4.5,4.5,"1.5.4","9+","Games",38,5,13,1
"3638","924438909","ProShot - RAW, DSLR Controls & Video",5897216,"USD",3.99,893,19,4.5,4,"3.8","4+","Photo & Video",37,2,11,1
"3639","924443754","DaWanda - The marketplace for unique products",51405824,"USD",0,0,0,0,0,"2.27","4+","Shopping",37,0,6,1
"3640","924455599","Fragment's Note Memories -Fragment's Note公式資料集アプリ-",511918080,"USD",4.99,0,0,0,0,"1.0.0","17+","Book",40,5,1,1
"3641","924491991","Cesium Music Player",5883904,"USD",1.99,536,24,4.5,4,"3.8.7","4+","Music",37,0,10,1
"3642","924589795","Highrise - Your Avatar Community",116480000,"USD",0,2011,15,4,4.5,"2.2.3","12+","Social Networking",37,5,15,1
"3643","924620788","Google Classroom",143749120,"USD",0,5942,25,4,4.5,"2.2017.21202","4+","Education",37,5,33,1
"3644","924635678","Acapella from PicPlayPost",134921216,"USD",0,2487,23,4,4,"2.23","12+","Music",37,5,11,1
"3645","924695435","Pixelmator",132711424,"USD",4.99,1029,156,4,4,"2.3","4+","Photo & Video",37,5,11,1
"3648","924826403","The Swords",48083968,"USD",1.99,38,2,4,3.5,"1.03","12+","Games",38,5,4,1
"3650","925056174","Aeris Pulse Weather",30896128,"USD",0.99,81,7,4,5,"1.3.8","4+","Weather",38,0,1,1
"3652","925201227","GoldieBlox and the Movie Machine",93580288,"USD",0,1000,11,4,4,"1.5.2","4+","Education",37,5,1,1
"3653","925209077","DuckTales: Remastered",1070424064,"USD",4.99,165,99,4,3.5,"1.0.2","4+","Games",38,5,11,1
"3654","925242723","戦国乙女〜剣戟に舞う白き剣聖〜西国参戦編",1338712064,"USD",11.99,0,0,0,0,"1.0.0","17+","Games",40,0,2,0
"3655","925338276","JCPenney",113282048,"USD",0,1661,82,3.5,4,"7.0.2","4+","Shopping",37,2,1,1
"3656","925494667","Papa's Pizzeria To Go!",60056576,"USD",0.99,118,8,4.5,5,"1.0.3","4+","Games",37,0,1,1
"3657","925547937","Train Drive ATS 2",147553280,"USD",6.99,73,5,4.5,4.5,"2.02","4+","Games",37,5,10,1
"3658","925770322","Haunted Manor 2 - The Horror behind the Mystery - FULL (Christmas Edition)",313634816,"USD",2.99,248,104,4.5,4.5,"1.3","12+","Games",38,5,1,1
"3659","925838610","Electric Screen Socket Prank",21296128,"USD",0,1469,220,3.5,3.5,"2.2","12+","Entertainment",43,4,2,1
"3660","926058555","Atom – Movie Tickets and Showtimes",102137856,"USD",0,4105,2831,5,5,"2.5.3","4+","Entertainment",37,0,1,1
"3661","926105977","Ohajiki Web Browser",45042688,"USD",2.99,9,0,4.5,0,"2.6.4","17+","Health & Fitness",37,4,2,1
"3662","926159169","myHAC - Home Access Center",13446144,"USD",2.99,88,4,2.5,2.5,"1.64","4+","Education",37,0,1,1
"3663","926278322","モンスト マルチ掲示板 運極 ＆ ガチャ予報 & 攻略情報 for モンスターストライク",8606720,"USD",0,0,0,0,0,"4.7.0","4+","Games",37,5,13,1
"3664","926366251","Elf Pets® Virtual Reindeer – The Elf on the Shelf®",376027136,"USD",0.99,271,60,4.5,5,"2.1","4+","Games",40,5,1,1
"3665","926541293","GraphModeling",589824,"USD",0.99,26,26,4.5,4.5,"1.0","4+","Education",24,1,1,1
"3666","927006017","AdVenture Capitalist",292289536,"USD",0,181359,11269,4.5,5,"5.1","4+","Games",38,5,1,1
"3667","927060395","MONOPOLY Bingo!",253120512,"USD",0,21025,24,4.5,2.5,"2.5.1","12+","Games",38,5,1,1
"3668","927117171","Football Heroes PRO 2016",141340672,"USD",0,3018,665,4,4,"1.10","9+","Games",40,3,1,1
"3670","927568927","Fear For Sale: Nightmare Cinema HD - A Mystery Hidden Object Game (Full)",1672032256,"USD",6.99,8,8,4,4,"1.0.0","4+","Games",24,4,5,1
"3671","927569248","Fear For Sale: Nightmare Cinema - A Mystery Hidden Object Game (Full)",1671360512,"USD",2.99,1,1,4,4,"1.0.0","4+","Games",36,0,5,1
"3672","927823151","Pro HDR X",1953792,"USD",1.99,345,321,3.5,3.5,"1.1","4+","Photo & Video",37,4,1,1
"3674","928359827","MeiCam -  Video Production Master",133684224,"USD",0,0,0,0,0,"2.6.3","4+","Photo & Video",38,5,2,1
"3676","928403019","Halloween Face Paint Spa - Kids Makeup Salon Games",104049664,"USD",0,113,3,3,2.5,"1.4","4+","Games",38,5,25,1
"3678","928579927","GameDay Pro Football Radio - Live Games, Scores, Highlights, News, Stats, and Schedules",18788352,"USD",1.99,113,52,5,5,"3.0","4+","Sports",38,0,1,1
"3680","928927353","Labo Halloween Car(4+)",62780416,"USD",1.99,0,0,0,0,"1.1.2","4+","Games",24,5,9,1
"3681","929195587","Clockmaker – Mystery Match3 Puzzle",143858688,"USD",0,5246,466,4.5,4.5,"24.92.0","4+","Games",38,4,8,1
"3682","929302239","Jump on piano stack",18375680,"USD",0,1750,177,4,4,"1.8","4+","Games",40,5,27,1
"3683","929346489","Dumb Ways to Die 2: The Games",104282112,"USD",0,11295,270,4,4,"1.7.2","12+","Games",38,5,16,1
"3688","930026670","Enlight",127879168,"USD",3.99,4915,337,4.5,4.5,"1.3.3","4+","Photo & Video",37,5,13,1
"3689","930304174","Scary Doll",16478208,"USD",3.99,18,18,2,2,"1","12+","Games",43,1,1,1
"3690","930350602","PES CLUB MANAGER",1257910272,"USD",0,3216,9,4.5,4.5,"1.5.2","4+","Games",37,5,15,1
"3691","930368978","DingTalk",164508672,"USD",0,40,0,4,0,"3.4.11","4+","Business",38,4,3,1
"3692","930441707","Bumble – Find a Date, Meet Friends & Network",91858944,"USD",0,10109,66,3.5,4,"1.12.6","17+","Lifestyle",37,0,16,1
"3693","930563044","Sandstorm: Pirate Wars",519218176,"USD",0,4518,409,4.5,4.5,"1.19.4","9+","Games",37,5,5,1
"3694","930574573","Sniper 3D Assassin: Shoot to Kill Gun Game",157851648,"USD",0,386521,10332,5,5,"1.17.6","17+","Games",40,5,9,1
"3695","930764645","优信二手车-二手车买车卖车评估交易平台",71677952,"USD",0,6,0,5,0,"8.0","9+","Lifestyle",38,0,8,1
"3696","930777501","The Clymb — Gear Deals",8035328,"USD",0,104,30,3,1.5,"1.31","4+","Shopping",37,0,1,1
"3697","930868205","Haunt the House: Terrortown",192302080,"USD",1.99,1698,151,4.5,4.5,"1.4.5","9+","Games",38,5,1,1
"3698","931130399","Smash Monsters - City Rampage",111940608,"USD",0,7084,8,4.5,4.5,"4.40","9+","Games",38,5,7,1
"3700","931201696","ProTube for YouTube",28517376,"USD",3.99,1082,63,3.5,3.5,"2.5.5","17+","Entertainment",37,5,2,1
"3701","931337752","幻獣契約クリプトラクト",97223680,"USD",0,33,0,4,0,"v3.6.9","9+","Games",40,5,1,1
"3706","932191687","KORG Module",1385491456,"USD",39.99,201,58,4,4,"2.5.1","4+","Music",37,5,5,1
"3707","932228293","Train Conductor World",158641152,"USD",0,1238,6,4.5,5,"1.11.2","4+","Games",37,5,7,1
"3708","932236332","Todo Number Matrix: Brain teasers, logic puzzles, and mathematical reasoning for kids",41566208,"USD",0.99,15,5,4.5,4,"1.1.1","4+","Education",38,5,8,1
"3709","932248553","Piloteer",276369408,"USD",2.99,1059,23,3.5,4,"1.36","9+","Games",38,5,1,1
"3712","932315244","Stickman Ice Hockey",51140608,"USD",0,676,390,4,4,"1.4","4+","Games",40,5,1,1
"3713","932325717","诸神战纪竞技场：超神大冒险(无尽关 排行榜 动作类横版过关游戏)",57092096,"USD",0,0,0,0,0,"2000","9+","Games",40,3,0,1
"3714","932389062","Give It Up!",137146368,"USD",0.99,2560,1,4,5,"1.9.3","4+","Games",37,5,6,1
"3715","932441611","TruckSimulation 16",1464656896,"USD",0.99,113,78,4.5,4.5,"1.0.4","4+","Games",35,5,17,1
"3716","932463620","Dog Simulator 2015",195235840,"USD",0,29817,6173,4.5,4.5,"2.2.3","4+","Games",38,5,11,1
"3717","932476009","Crazy Eye Clinic - Doctor X Adventures",82837504,"USD",0,101,27,3,2.5,"1.2","12+","Games",40,5,12,1
"3718","932500451","DC Legends",271538176,"USD",0,16460,276,4.5,4,"1.12.1","9+","Games",38,5,10,1
"3719","932696349","Target Acquired",219380736,"USD",0,50,50,3.5,3.5,"0.8.8","9+","Games",40,4,1,1
"3721","932721236","多盈理财-正规手机投资金融理财产品",27424768,"USD",0,0,0,0,0,"4.1.5","17+","Finance",38,0,1,1
"3722","932747118","Shadowrocket",20136960,"USD",2.99,104,3,4,3,"2.1.7","17+","Utilities",37,5,3,1
"3723","932779605","Real Boxing 2 ROCKY",666117120,"USD",0,6263,277,4.5,4.5,"1.8.3","12+","Games",37,5,11,1
"3724","932828299","NOGGIN - Preschool Shows & Educational Kids Videos",73499648,"USD",0,782,8,3.5,4.5,"3.1.0","4+","Education",37,5,1,1
"3725","933061939","桃太郎の　はなし　は終わっていない #泣ける昔話ノベルゲーム",39667712,"USD",0,0,0,0,0,"1.1.1","9+","Games",40,2,1,1
"3727","933135994","Akinator the Genie FREE",117224448,"USD",0,2154,1269,4,4,"4.2","12+","Entertainment",37,5,14,1
"3730","933189224","Astrå",215661568,"USD",0.99,42,2,4,2,"1.1.2","4+","Games",38,5,1,1
"3731","933199580","Zodiac: Orcanon Odyssey",1429069824,"USD",4.99,184,38,3,3,"0.8.6","12+","Games",37,3,1,1
"3732","933227208","Don't Die, Mr. Robot!",57417728,"USD",0.99,7,7,4.5,4.5,"1.00","4+","Games",38,5,1,1
"3733","933236570","The Trace: Murder Mystery Game - Analyze evidence and solve the criminal case",278077440,"USD",3.99,2570,1251,4,4.5,"1.5.2","12+","Games",38,5,1,1
"3734","933350763","Flewn",534294528,"USD",2.99,66,62,4.5,4.5,"1.5.2","4+","Book",38,4,1,1
"3735","933462805","The World II Hunting BOSS",538394624,"USD",0.99,141,84,4.5,4.5,"1.2","9+","Games",38,5,3,1
"3737","933471941","Griffin Simulator",105254912,"USD",0.99,417,417,4,4,"1.0","9+","Games",43,5,1,1
"3738","933623806","StickyBalls Deluxe - Addicting Fall Down Game",148612096,"USD",0,7002,4,4.5,5,"3.1.1","4+","Games",40,5,1,1
"3739","933687137","年賀状2018｜おしゃれなスマホで写真年賀状2018",76815360,"USD",0,0,0,0,0,"5.5.0","4+","Photo & Video",38,0,2,1
"3740","933921849","A Call From Santa! Voicemail & Text Messages",64863232,"USD",0,3823,451,4.5,4.5,"2.1","4+","Entertainment",38,5,2,1
"3741","934003228","Yurei Ninja",187797504,"USD",0,205,6,4,3.5,"1.32.3","9+","Games",37,5,1,1
"3742","934030757","Foot Locker",87000064,"USD",0,2477,467,4.5,5,"2.6.5","4+","Shopping",37,0,1,1
"3744","934390663","Weirdwood Manor",342845440,"USD",0,197,5,4.5,5,"1.5.1","4+","Book",37,5,1,1
"3745","934484238","Adventure Time Game Wizard - Draw Your Own Adventure Time Games",1218220032,"USD",4.99,848,203,4,4,"1.2","9+","Games",37,5,11,1
"3746","934510730","Astropad Standard",25945088,"USD",29.99,1439,21,4.5,4.5,"2.2.1","4+","Productivity",24,5,2,1
"3747","934540991","PAW Patrol Draw & Play HD",557006848,"USD",3.99,44,22,3.5,3.5,"1.3","4+","Education",24,5,1,1
"3748","934596429","Mobile Strike",256203776,"USD",0,24935,265,3.5,3.5,"3.22.515","12+","Games",37,5,29,1
"3750","935204856","TodayAir",30035968,"USD",0,0,0,0,0,"1.2","4+","Weather",40,0,7,1
"3751","935216956","Papers, Please",51179520,"USD",7.99,970,89,5,5,"1.0.12","17+","Games",24,5,8,1
"3752","935248296","Heroes of Normandie",1486648320,"USD",14.99,53,0,3.5,0,"1.66","12+","Games",37,5,1,1
"3754","935306292","Sync Solver for Fitbit",14583808,"USD",2.99,859,52,4,3,"2.3","4+","Health & Fitness",13,0,1,1
"3756","935528099","MUSYNX",1274243072,"USD",0.99,197,14,5,5,"1.7.5","4+","Games",40,5,4,1
"3757","935559685","Clipstro Golf - Swing trajectory visualization",18195456,"USD",3.99,5,1,3.5,3,"1.9.5","4+","Sports",38,1,12,1
"3758","935566920","Polar Bear Simulator",116490240,"USD",0.99,293,293,4.5,4.5,"1.0","9+","Games",43,5,1,1
"3759","935581627","オオカミ姫 [ みんなで協力！ターン制ギルドバトルRPG ]",155367424,"USD",0,0,0,0,0,"3.5.4","12+","Games",38,0,1,1
"3760","935623257","infltr - Infinite Filters",132298752,"USD",1.99,32,0,2.5,0,"2.8.2","4+","Photo & Video",37,5,22,1
"3761","935697665","Roller Coaster VR",462231552,"USD",0,128,0,3.5,0,"1.7.4","4+","Games",37,0,1,1
"3762","935754064","Duet Display",30325760,"USD",9.99,6165,25,4.5,4,"1.4.1","4+","Productivity",37,5,15,1
"3764","936749679","Boulder Dash® 30th Anniversary™ Premium",79798272,"USD",4.99,11,7,5,5,"2.1","9+","Games",37,4,1,1
"3765","936966570","Simple Machines by Tinybop",463391744,"USD",2.99,96,11,3.5,4,"1.0.8","4+","Education",38,5,58,1
"3766","936966605","The Robot Factory by Tinybop",298121216,"USD",0,335,21,4,4,"1.1.6","4+","Education",38,5,58,1
"3767","936971630","YouTube Kids",119236608,"USD",0,28560,125,4.5,4.5,"2.19.13","4+","Entertainment",37,5,34,1
"3770","937166097","The Survival Games 2 : Mini Game With Worldwide Multiplayer",248512512,"USD",0.99,514,84,3.5,4,"1.6","12+","Games",43,5,1,1
"3771","937236311","YeahKeys - Customize your keyboard",20318208,"USD",2.99,255,12,2,1.5,"3.7","12+","Utilities",37,1,1,1
"3772","937255144","Pulling USA",173531136,"USD",1.99,208,79,4,4,"1.13","4+","Games",40,5,1,1
"3773","937258914","WonderCat Adventures",74878976,"USD",2.99,93,53,4,4,"1.2","4+","Games",38,5,0,1
"3774","937261650","Christmas Sweeper 2",74791936,"USD",0,1200,32,4.5,4.5,"1.8.8","4+","Games",38,4,1,1
"3775","937289819","Pic-it Collage - Photo Collage Maker and Editor",36184064,"USD",0,415,72,4.5,4.5,"2.21","4+","Photo & Video",38,0,26,1
"3777","937580024","シンデレラブレイド2",2943549440,"USD",12.99,0,0,0,0,"1.0.8","17+","Games",40,1,1,1
"3779","937616953","Cloud Video Player Pro - Play Videos from Cloud",52418560,"USD",2.99,602,70,3.5,4,"2.5","17+","Photo & Video",40,5,54,1
"3780","937718942","Angry Birds POP! - Bubble Shooter",148629504,"USD",0,35711,249,4.5,4.5,"3.9.0","4+","Games",37,5,12,1
"3781","937737946","Survivors: the Quest®",102812672,"USD",0,24547,2262,4,4,"1.6.401","9+","Games",37,5,11,1
"3782","937793199","Ref Guide for Essential Oils",38311936,"USD",6.99,151,28,4,4.5,"1.0.9","12+","Health & Fitness",37,1,1,1
"3783","937922348","Big Win Football 2016",79904768,"USD",0,4035,401,4,4,"1.2.2","12+","Games",40,5,1,1
"3784","937976391","Heads Up! Kids",102524928,"USD",0.99,94,10,3.5,3.5,"2.0.1","4+","Games",38,0,1,1
"3785","937988895","Feed’em Burger",54180864,"USD",0,1865,31,4.5,4,"2.2.1","4+","Games",37,5,1,1
"3788","938095479","夢王国と眠れる100人の王子様",98822144,"USD",0,198,1,4.5,3,"1.23.0","12+","Games",38,5,1,1
"3789","938099257","Santa Calls You",50864128,"USD",0.99,9,9,2.5,2.5,"1.0.1","4+","Entertainment",38,0,1,1
"3790","938183394","Christmas Food Fever Cooking Maker Kids Games",72098816,"USD",0,6975,1013,4,4,"1.1","4+","Games",40,5,1,1
"3791","938194086","Douchebag Beach Club",33927168,"USD",0,213,152,4,4,"1.0.3","12+","Games",43,3,16,1
"3792","938207958","Mahjong Journey®",161162240,"USD",0,47949,4578,4.5,4.5,"1.6.1600","4+","Games",37,5,11,1
"3794","938571723","Pastel Keyboard Themes Extension - 100+ Cute Color",151986176,"USD",0.99,120,1,4,5,"2.1.0","4+","Utilities",37,5,2,1
"3796","938596958","HIGO-全球奢侈品牌和设计师品牌购买平台",30148608,"USD",0,9,0,4.5,0,"7.0.0","4+","Shopping",37,0,2,1
"3800","939272201","Crayola Color Alive",215654400,"USD",0,816,8,3,3.5,"1.8.5","4+","Entertainment",38,1,1,1
"3802","939529493","Defenders 2: Tower Defense battle of the frontiers",680251392,"USD",0,818,89,4,4,"1.5.5","12+","Games",38,5,11,1
"3803","939906112","Tubex - Videos and Music for YouTube",13450240,"USD",0,20943,1562,4,2.5,"3.0","17+","Entertainment",37,4,20,1
"3804","940006911","Agent A: A puzzle in disguise",239047680,"USD",2.99,1390,202,4.5,5,"3.0.2","9+","Games",37,5,11,1
"3807","940202798","Dirt Trackin",341243904,"USD",2.99,1049,9,4.5,4,"4.0.02","4+","Games",38,1,1,1
"3808","940247939","TurboTax Tax Return App - File 2016 income taxes",151153664,"USD",0,9635,0,4.5,0,"3.6","4+","Finance",37,5,1,1
"3809","940249281","Halo: Spartan Strike",802975744,"USD",2.99,1159,660,4,3.5,"1.1","12+","Games",37,5,0,1
"3810","940268124","Medly - Music Maker",138166272,"USD",0,933,121,4.5,4.5,"3.4.2","4+","Music",37,5,11,1
"3811","940292587","Seekers Notes: Hidden Mystery",137282560,"USD",0,46384,3041,4.5,4.5,"1.16.0","4+","Games",38,5,7,1
"3812","940314673","A Florist",1814528,"USD",0.99,0,0,0,0,"1.3.3","4+","Lifestyle",38,2,2,1
"3814","940355209","スタンバイ 仕事もバイトも暮らしにあった選び方",131605504,"USD",0,0,0,0,0,"3.16.1","4+","Business",37,4,1,1
"3815","940397955","The Snowman & The Snowdog Game",105910272,"USD",1.99,3,3,5,5,"1.1","4+","Games",40,5,10,0
"3816","940401053","暇なら話そう！誰でも話せて友達も作れる「KoeTomo」",77717504,"USD",0,0,0,0,0,"3.4.3","17+","Social Networking",37,0,2,1
"3817","940452319","Dragon Land",146343936,"USD",0,6079,357,4.5,4.5,"3.2.3","4+","Games",37,5,12,1
"3818","940508574","Color Pop Effects - Photo Editor & Picture Editing",78735360,"USD",0,45320,7896,4.5,4.5,"5.3","4+","Photo & Video",37,3,1,1
"3819","940595599","Galactic Nemesis",52578304,"USD",0.99,247,165,5,5,"1.03","4+","Games",38,4,1,1
"3820","940596201","Tap Titans",393954304,"USD",0,87898,8763,4.5,5,"4.0.0","4+","Games",43,5,18,1
"3823","941057494","Love You To Bits",370935808,"USD",3.99,2833,611,5,5,"1.3.0","9+","Games",38,5,11,1
"3824","941087958","Bike Unchained",545665024,"USD",0,629,193,4,4.5,"1.15","4+","Games",37,5,1,1
"3826","941107732","Santa Calls You Free",53106688,"USD",0,44,38,2.5,2.5,"1.0.1","4+","Entertainment",38,0,1,1
"3827","941143328","Five Nights at Freddy's 2",37310464,"USD",2.99,18107,18107,4.5,4.5,"1.0","12+","Games",43,5,1,1
"3828","941380906","Attack the Light - Steven Universe Light RPG",312962048,"USD",2.99,10132,2143,5,4.5,"1.1.2","9+","Games",38,5,11,1
"3829","941421328","WWE Immortals",2245948416,"USD",0,29918,1401,4.5,4.5,"2.4","12+","Games",39,5,12,1
"3833","941620316","Lock Screens - Free Wallpapers & Background Themes",54643712,"USD",0,4429,432,4.5,4.5,"1.8","4+","Entertainment",37,5,13,1
"3834","941920716","oh my giraffe",10219520,"USD",1.99,106,100,4.5,4.5,"1.1.0","4+","Games",38,4,1,1
"3835","941931465","Hidden Objects: Mystery Society: Solve Crime Cases",94069760,"USD",0,6624,12,4,4.5,"3.14","12+","Games",40,5,1,1
